,INTERVAL_DATETIME,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
24,2021-01-22 11:50:00,34.16695,5.73,6.38009,0.73,0.99,0.87,0.99,3.73,0.44
24,2021-01-22 11:55:00,33.24917,7.0,8.08,0.99,1.0,0.87,0.81,4.08,0.42
24,2021-01-22 12:00:00,33.23263,5.73,6.72996,0.73,0.99,0.87,1.0,4.49,0.99
24,2021-01-22 12:05:00,35.24751,11.0,8.18167,1.0,1.0,0.87,1.1,4.61,0.44
24,2021-01-22 12:10:00,35.43195,7.0,7.7225,1.0,1.49,0.87,0.81,4.49,0.44
24,2021-01-22 12:15:00,35.4271,6.14994,6.44,1.0,1.49,0.88,1.0,4.5,0.44
24,2021-01-22 12:20:00,35.7081,11.68,6.44,1.0,1.49,0.88,1.0,4.1934,0.44
24,2021-01-22 12:25:00,35.61424,7.0,7.7225,1.0,1.0,0.87,0.81,4.05985,0.44
24,2021-01-22 12:30:00,36.36096,6.14994,6.44,1.0,1.0,0.87,1.0,3.68,0.44
24,2021-01-22 12:35:00,55.97,7.0,7.73,1.0,0.99,0.87,0.99,3.67,0.42
24,2021-01-22 12:40:00,35.6505,5.73,7.05333,1.0,1.0,0.87,0.4,1.99,0.42
24,2021-01-22 12:45:00,35.79694,3.38,7.73,1.0,1.0,0.87,0.95,1.99,0.22583
24,2021-01-22 12:50:00,35.09912,3.38,7.7025,1.0,1.0,0.87,0.81,2.25715,0.42
24,2021-01-22 12:55:00,34.18011,11.68,8.3575,1.0,1.0,0.87,0.99,3.48868,0.79
24,2021-01-22 13:00:00,34.83369,11.0,7.7225,1.0,1.49,0.88,0.81,1.99,0.44
24,2021-01-22 13:05:00,35.3207,5.73,6.0,1.28,1.49,0.87,0.99,1.99,0.79
24,2021-01-22 13:10:00,34.63413,11.07018,6.0,1.48,1.49,0.87,0.95,1.99,0.79
24,2021-01-22 13:15:00,35.55174,11.68,6.0,1.0,1.49,0.87,0.4,1.04032,0.44
24,2021-01-22 13:20:00,35.82089,13.8,6.0,1.0,1.49,0.87,0.4,1.0406,0.44
24,2021-01-22 13:25:00,35.84699,14.03,4.99,1.48,1.49,0.87,0.99,1.81,0.99
24,2021-01-22 13:30:00,36.03183,14.03,6.0,1.48,1.49,0.87,0.95,1.81,0.95
24,2021-01-22 13:35:00,35.32559,11.07046,6.0,1.0,1.0,0.87,1.0,3.73,0.99
24,2021-01-22 13:40:00,35.61646,14.73,4.99,1.48,1.49,0.87,1.23,4.49,1.03
24,2021-01-22 13:45:00,36.83856,10.36,6.0,1.49,1.0,0.87,1.23,3.73,1.03
24,2021-01-22 13:50:00,39.66091,14.73,6.0,1.73,1.73,0.87,1.1,3.68,1.03
24,2021-01-22 13:55:00,38.21933,14.73,4.99,1.95,1.73,0.87,1.0,1.99,0.99
24,2021-01-22 14:00:00,43.01085,15.0,4.99,1.95,1.73,0.87,1.0,2.0,0.99
24,2021-01-22 14:05:00,37.7755,13.32245,4.99,2.0,1.73,0.87,0.81,1.03,0.2
24,2021-01-22 14:10:00,37.82855,10.36,4.99,2.0,1.73,0.87,0.95,1.03,0.42
24,2021-01-22 14:15:00,42.411,11.0,4.99,2.0,1.73,0.87,0.4,1.03,0.18
24,2021-01-22 14:20:00,45.44899,15.73219,5.36,2.37679,2.0,0.87,0.81,1.03,0.2
24,2021-01-22 14:25:00,45.439,17.30436,4.99,2.30427,1.73,0.87,0.4,1.03,0.18
24,2021-01-22 14:30:00,47.90102,17.79,4.99,3.0,1.98,0.87,0.99,1.8,0.42
24,2021-01-22 14:35:00,38.31263,17.79,4.99,2.0,1.98,0.87,1.23,3.68,1.03
24,2021-01-22 14:40:00,43.10154,29.43073,4.7793,3.68,2.0,0.87,1.23,3.73,1.03
24,2021-01-22 14:45:00,45.62552,15.36,4.99,2.33,1.98,0.87,1.23,3.73,1.03
24,2021-01-22 14:50:00,45.35011,16.20006,4.99,3.68,2.77,0.87,0.99,1.99,0.95
24,2021-01-22 14:55:00,44.31224,15.09226,4.99,6.09226,4.88,0.87,0.99,1.99,0.95
24,2021-01-22 15:00:00,46.59148,16.97251,4.99,7.97251,4.84749,0.87,1.0,2.0,0.99
24,2021-01-22 15:05:00,38.19204,28.56,5.36,6.0,2.29,0.8,0.4,1.81,0.42
24,2021-01-22 15:10:00,37.96207,19.59482,5.36,4.0,2.05482,0.87,0.95,2.0,0.44
24,2021-01-22 15:15:00,37.7121,13.8,7.73,3.2647,2.29,0.87,0.2,1.8,0.44
24,2021-01-22 15:20:00,42.88336,15.0,9.24,6.46347,3.68,0.87,1.1,3.68,1.03
24,2021-01-22 15:25:00,45.4946,15.27436,7.73,7.94,4.88,0.87,1.23,3.68,1.03
24,2021-01-22 15:30:00,58.99358,27.0518,11.0,20.24262,5.73,0.87,0.99,1.99,1.03
24,2021-01-22 15:35:00,37.83588,14.73,9.24,4.58584,2.29,0.87,0.2,1.8,0.42
24,2021-01-22 15:40:00,36.47018,21.35999,5.36,5.52999,2.29,0.87,0.81,1.95,0.99
24,2021-01-22 15:45:00,37.85913,15.36,10.99,3.03347,2.0,0.87,0.81,1.95,0.99
24,2021-01-22 15:50:00,37.01825,20.68,7.73,4.37243,2.29,0.87,1.0,3.68,1.0
24,2021-01-22 15:55:00,36.47487,22.99351,7.73,4.66725,2.77,0.87,0.59368,1.99,0.79
24,2021-01-22 16:00:00,49.19705,28.81295,10.99,13.29714,3.68,0.87,0.99,1.95,0.99
24,2021-01-22 16:05:00,35.4506,30.0,9.25,5.73,2.0,0.87,0.05,1.03,0.42
24,2021-01-22 16:10:00,35.85551,30.0,9.25,6.98,2.0,0.87,0.81,1.99,0.79
24,2021-01-22 16:15:00,41.4863,17.79,8.3,8.34934,2.78,0.87,0.81,1.95,0.99
24,2021-01-22 16:20:00,46.53534,20.68,14.0,9.95,3.40009,0.87,0.5,1.81,0.79
24,2021-01-22 16:25:00,42.01433,15.0,11.0,8.68,2.77,0.87,0.81,2.0,0.99
24,2021-01-22 16:30:00,56.97467,25.74672,6.73667,19.51661,5.62009,0.87,0.2,1.4,0.42
24,2021-01-22 16:35:00,55.62091,39.12,14.0,20.7,4.88,0.87,0.4,1.03,0.44
24,2021-01-22 16:40:00,53.16993,30.0,5.36,13.73,5.0,0.87,0.5,1.81,0.79
24,2021-01-22 16:45:00,52.75,18.65,9.25,13.73,4.92,0.87,0.2,1.81,0.44
24,2021-01-22 16:50:00,56.63253,19.19454,6.0,14.98,5.37007,0.87,0.03,1.03,0.2
24,2021-01-22 16:55:00,59.21,19.69232,6.0,15.0,5.82232,0.87,0.03,1.03,0.2
24,2021-01-22 17:00:00,59.74295,18.5,6.03705,16.24,5.88,0.87,0.03,1.03,0.42
24,2021-01-22 17:05:00,52.37336,30.0,5.36,16.26429,7.73,0.87,0.4,1.81,0.44
24,2021-01-22 17:10:00,36.90945,18.5,3.99,13.58,5.0,0.88,0.03,1.03,0.42
24,2021-01-22 17:15:00,37.47305,12.41,14.0,13.7,4.88,0.88,0.99,12.5474,1.03
24,2021-01-22 17:20:00,37.28382,10.70945,5.36,4.98,2.81945,0.88,0.99,13.44035,2.0
24,2021-01-22 17:25:00,44.84045,12.51662,14.73,8.34017,5.0,0.88,0.99,15.0,1.79
24,2021-01-22 17:30:00,49.38157,15.192,14.0,10.0,7.192,0.88,0.99,10.0,1.03
