,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
1062,2021-01-22 21:45:00,39.95855,7.98,2.5,3.68,1.49,0.88,0.05,1.03,0.42
1067,2021-01-22 21:50:00,39.68865,7.98,2.5,3.68,1.49,0.88,0.81,1.8,0.44
1072,2021-01-22 21:55:00,39.11229,7.98,2.5,4.0,1.7,0.88,0.4,1.4,0.44
1077,2021-01-22 22:00:00,37.29704,7.89,2.5,3.68,1.6,0.88,0.2,1.03,0.42
1082,2021-01-22 22:05:00,58.38202,9.99,3.8,4.99,2.0,0.88,0.2,1.03,0.42
1087,2021-01-22 22:10:00,57.78782,10.36,3.99,6.09,2.0,0.88,0.2,1.03,0.42
1092,2021-01-22 22:15:00,46.41866,8.65832,6.0,4.40832,1.98,0.88,0.2,1.03,0.42
1097,2021-01-22 22:20:00,40.60112,10.36,3.99,3.68,1.73,0.88,0.2,1.03,0.42
1102,2021-01-22 22:25:00,39.71026,7.98,4.99,3.68,1.73,0.88,0.2,1.03,0.42
1107,2021-01-22 22:30:00,39.60377,7.98,4.99,3.0,1.73,0.88,0.2,1.03,0.42
1112,2021-01-22 22:35:00,39.96338,7.98,4.99,3.0,1.73,0.88,0.2,1.03,0.42
1117,2021-01-22 22:40:00,36.2771,9.241,4.99,2.78,1.49,0.88,0.4,1.4,0.44
1122,2021-01-22 22:45:00,37.00819,7.98,6.0,2.0,1.7,0.88,0.99,1.81,0.99
1127,2021-01-22 22:50:00,35.81837,7.98,4.99,2.0,1.6,0.88,0.5,1.8,0.99
1132,2021-01-22 22:55:00,36.03431,8.88976,4.99,2.78,1.6,0.88,0.4,1.8,0.44
1137,2021-01-22 23:00:00,35.99805,8.75134,6.0,2.78,1.6,0.88,0.99,1.95,0.99
1142,2021-01-22 23:05:00,38.11326,8.57692,6.0,2.95,1.7,0.88,0.2,1.03,0.42
1147,2021-01-22 23:10:00,38.25064,8.57692,7.73,2.95,1.6,0.88,0.2,1.03,0.42
1152,2021-01-22 23:15:00,40.45473,8.57692,6.0,3.0,1.73,0.88,0.4,1.4,0.44
1157,2021-01-22 23:20:00,41.16142,7.98,6.0,3.24639,1.73,0.88,0.4,1.8,0.44
1162,2021-01-22 23:25:00,36.77858,9.241,4.99,2.95,1.7,0.88,0.2,1.03,0.42
1167,2021-01-22 23:30:00,39.83242,7.98,4.99,2.95,1.6,0.88,0.4,1.4,0.44
1172,2021-01-22 23:35:00,58.43114,9.99,3.99,3.0,1.6,0.88,1.0,1.81,0.79
1177,2021-01-22 23:40:00,44.39798,7.98,5.56523,2.78,1.6,0.88,0.81,1.4,0.44
1182,2021-01-22 23:45:00,43.55838,9.241,4.99,2.0,1.6,0.88,0.99,1.8,0.79
1187,2021-01-22 23:50:00,42.545,9.241,6.0,2.0,1.6,0.88,0.99,1.81,0.79
1192,2021-01-22 23:55:00,39.72267,8.57692,6.0,2.0,1.6,0.88,0.81,1.8,0.44
