,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
1073,2021-01-22 21:55:00,36.87723,8.0,2.5,4.98,1.73,0.9,0.4,1.4,0.44
1078,2021-01-22 22:00:00,36.08076,6.38076,2.5,4.98,3.32002,0.9,0.2,1.03,0.42
1083,2021-01-22 22:05:00,56.33428,10.01,3.8,9.5,8.49,0.9,0.2,1.03,0.42
1088,2021-01-22 22:10:00,56.33428,10.38,3.99,9.5,8.49,0.9,0.2,1.03,0.42
1093,2021-01-22 22:15:00,44.77819,8.67832,6.0,9.5,8.49,0.9,0.2,1.03,0.42
1098,2021-01-22 22:20:00,39.57063,10.38,3.99,9.5,4.49,0.9,0.2,1.03,0.42
1103,2021-01-22 22:25:00,38.58419,8.0,4.99,9.5,4.49,0.9,0.2,1.03,0.42
1108,2021-01-22 22:30:00,38.49984,8.0,4.99,9.5,8.49,0.9,0.2,1.03,0.42
1113,2021-01-22 22:35:00,38.93684,8.0,4.99,9.5,8.49,0.9,0.2,1.03,0.42
1118,2021-01-22 22:40:00,36.461,9.261,4.99,9.5,4.49,0.9,0.4,1.4,0.44
1123,2021-01-22 22:45:00,36.79254,8.0,6.0,9.5,5.51012,0.9,0.99,1.81,0.99
1128,2021-01-22 22:50:00,35.98988,8.0,4.99,9.5,3.04039,0.9,0.5,1.8,0.99
1133,2021-01-22 22:55:00,36.10976,8.90976,4.99,9.5,3.40926,0.9,0.4,1.8,0.44
1138,2021-01-22 23:00:00,35.97134,8.77134,6.0,9.5,2.98336,0.9,0.99,1.95,0.99
1143,2021-01-22 23:05:00,37.89037,8.59692,6.0,9.5,4.49,0.9,0.2,1.03,0.42
1148,2021-01-22 23:10:00,37.72481,8.59692,7.73,9.5,4.49,0.9,0.2,1.03,0.42
1153,2021-01-22 23:15:00,40.42734,8.59692,6.0,9.5,4.49,0.9,0.4,1.4,0.44
1158,2021-01-22 23:20:00,40.81692,8.0,6.0,9.5,4.49,0.9,0.4,1.8,0.44
1163,2021-01-22 23:25:00,36.461,9.261,4.99,9.5,4.49,0.9,0.2,1.03,0.42
1168,2021-01-22 23:30:00,38.87627,8.0,4.99,9.5,8.49,0.9,0.4,1.4,0.44
1173,2021-01-22 23:35:00,55.47645,10.01,3.99,9.5,8.49,0.9,1.0,1.81,0.79
1178,2021-01-22 23:40:00,42.04234,8.0,5.56523,9.5,4.49,0.9,0.81,1.4,0.44
1183,2021-01-22 23:45:00,41.461,9.261,4.99,9.5,4.49,0.9,0.99,1.8,0.79
1188,2021-01-22 23:50:00,40.81692,9.261,6.0,9.5,4.49,0.9,0.99,1.81,0.79
1193,2021-01-22 23:55:00,38.29208,8.59692,6.0,9.5,4.49,0.9,0.81,1.8,0.44
