,SETTLEMENTDATE,RRP,RAISEREGRRP,LOWERREGRRP,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP
1047,2021-03-12 21:30:00,27.6211,23.73,20.8,5.0,8.49,0.88,0.05,4.59709,0.18
1052,2021-03-12 21:35:00,40.77959,29.87,18.98,8.68,8.49,0.88,0.0,0.0,0.2
1057,2021-03-12 21:40:00,379.0,25.63286,18.98,7.49286,8.49,0.88,0.0,0.0,0.18
1062,2021-03-12 21:45:00,379.0,23.73,18.98,6.0,8.49,0.88,0.0,0.0,0.2
1067,2021-03-12 21:50:00,379.0,23.73,14.73,5.0,8.49,0.88,0.0,0.0,0.2
1072,2021-03-12 21:55:00,379.0,21.77,14.73,6.0,8.49,0.88,0.0,0.0,0.2
1077,2021-03-12 22:00:00,1500.0,21.77,14.73,7.73,8.49,0.88,0.0,0.0,0.18
1082,2021-03-12 22:05:00,379.0,43.68,14.0,9.3,8.49,0.9,0.0,0.0,0.18
1087,2021-03-12 22:10:00,278.0,33.0,14.0,9.5,8.49,0.9,0.0,0.0,0.41
1092,2021-03-12 22:15:00,278.0,30.3,14.48009,9.5,8.49,0.9,0.0,0.0,0.0
1097,2021-03-12 22:20:00,10578.87,30.3,13.3,9.5,8.49,0.89,0.0,0.0,0.0
1102,2021-03-12 22:25:00,56.16638,30.3,13.0,8.68,8.49,0.89,0.0,0.0,0.0
1107,2021-03-12 22:30:00,62.00019,25.1,17.69958,7.73,8.49,0.88,0.0,0.0,0.2
1112,2021-03-12 22:35:00,13044.44,28.75,17.52,9.5,8.49,0.89,0.0,0.0,0.41
1117,2021-03-12 22:40:00,10578.87,28.40864,15.0,9.5,8.49,0.9,0.0,0.0,0.41
1122,2021-03-12 22:45:00,13044.44,27.46854,14.50849,9.5,8.49,0.9,0.0,0.0,0.41
1127,2021-03-12 22:50:00,10578.87,26.16431,14.0,9.5,8.49,0.9,0.0,0.0,0.41
1132,2021-03-12 22:55:00,13044.44,26.19408,14.0,8.68,8.49,0.9,0.0,0.0,0.41
1137,2021-03-12 23:00:00,13044.44,23.88884,14.11025,9.3,8.49,0.9,0.0,0.0,0.41
1142,2021-03-12 23:05:00,10578.87,28.03303,14.6657,6.84303,8.49,0.9,0.0,0.0,0.41
1147,2021-03-12 23:10:00,10578.87,26.17971,14.0,7.03971,8.49,0.9,0.0,0.0,0.41
1152,2021-03-12 23:15:00,10578.87,26.75678,13.8,6.0,8.49,0.9,0.0,0.0,0.2
1157,2021-03-12 23:20:00,45.61068,29.13574,14.0,7.73,8.49,0.9,0.0,0.0,0.41
1162,2021-03-12 23:25:00,35.56369,24.00891,14.11025,5.0,8.49,0.9,0.0,0.0,0.2
1167,2021-03-12 23:30:00,34.63777,23.73,14.11025,4.98,8.49,0.89,0.0,0.0,0.2
1172,2021-03-12 23:35:00,13044.44,35.03,15.0,13.4,23.37,0.9,0.0,0.0,0.41
1177,2021-03-12 23:40:00,13044.44,30.0,17.30535,13.73,18.34,0.9,0.0,0.0,0.2
1182,2021-03-12 23:45:00,10578.87,23.65617,14.0,4.98,11.45586,0.9,0.0,0.0,0.18
1187,2021-03-12 23:50:00,10578.87,22.88673,14.1101,4.6,9.5,0.89,0.0,0.0,0.18
1192,2021-03-12 23:55:00,36.61977,20.68,14.0,4.0,7.73,0.9,0.0,0.0,0.18
